openlibrary_author_key,author_name,candidate_rank,wikidata_id,wikidata_label,wikidata_description,wikidata_url
OL2828055A,Annie McKee,2,Q141355257,Annie McKee Henry,(1840-1895),http://www.wikidata.org/entity/Q141355257
OL2828055A,Annie McKee,3,Q76371265,Annie McKee Armstrong,Peerage person ID=717752,http://www.wikidata.org/entity/Q76371265
OL401772A,Richard E. Boyatzis,1,Q7324289,Richard Boyatzis,American business theorist,http://www.wikidata.org/entity/Q7324289
OL3477155A,Jill Dann,1,Q15994393,Jill Dann,"British IT Professional and Manager,",http://www.wikidata.org/entity/Q15994393
OL11026215A,Tanvir Shakil,1,Q61283843,Tanvir S. Joy,Bangladeshi politician,http://www.wikidata.org/entity/Q61283843
OL1520541A,Ralf Schulze,1,Q102400689,Ralf Schulze,Dr. rer. nat. Universität Leipzig 1982,http://www.wikidata.org/entity/Q102400689
OL1520541A,Ralf Schulze,2,Q74318893,Ralf Schulze,researcher (ORCID 0000-0002-7880-0046),http://www.wikidata.org/entity/Q74318893
OL1520541A,Ralf Schulze,3,Q91755565,Ralf Schulze,researcher (ORCID 0000-0001-5780-8973),http://www.wikidata.org/entity/Q91755565
OL1520541A,Ralf Schulze,4,Q139326891,Ralf Schulze,,http://www.wikidata.org/entity/Q139326891
OL1520541A,Ralf Schulze,5,Q139510513,Ralf Schulze,,http://www.wikidata.org/entity/Q139510513
OL3288778A,Richard D. Roberts,1,Q2149270,Richard D. Roberts,badminton player,http://www.wikidata.org/entity/Q2149270
OL2795790A,Chris Hinton,1,Q1086746,Christopher Hinton,Canadian film animator and professor,http://www.wikidata.org/entity/Q1086746
OL2795790A,Chris Hinton,2,Q2964738,Chris Hinton,American football player,http://www.wikidata.org/entity/Q2964738
OL2804175A,Steven J. Stein,1,Q102152794,Steven J. Steinsaltz,Ph.D. The Johns Hopkins University 1991,http://www.wikidata.org/entity/Q102152794
OL2804175A,Steven J. Stein,2,Q91268738,Steven J. Steiner,professor of pediatrics,http://www.wikidata.org/entity/Q91268738
OL27373A,Hendrie Weisinger,1,Q132131512,Hendrie Weisinger,,http://www.wikidata.org/entity/Q132131512
OL3203461A,Harvard Business Review Press,1,Q3783574,Harvard Business Publishing,United States publishing company,http://www.wikidata.org/entity/Q3783574
OL391748A,Claude Steiner,1,Q130253530,Claude Steiner,artist,http://www.wikidata.org/entity/Q130253530
OL391748A,Claude Steiner,2,Q2978179,Claude Steiner,American psychotherapist & psychologist,http://www.wikidata.org/entity/Q2978179
OL2629173A,Paul Perry,1,Q7152918,Paul Perry,Australian horse trainer,http://www.wikidata.org/entity/Q7152918
OL2629173A,Paul Perry,2,Q7152920,Paul Perry,American writer,http://www.wikidata.org/entity/Q7152920
OL2629173A,Paul Perry,3,Q60036897,Paul Perry,"1972-; b. Dublin; author of The Drowning of the Saints (2003), d&eacute;but poetry collection from 1998 Hennessy New Irish Writer; James Michener fellow of creative writing, Miami Univ.; poetry fellow, Houston, Texas; and 2002 Listowel Poetry prizewi",http://www.wikidata.org/entity/Q60036897
OL2629173A,Paul Perry,4,Q16824744,Paul Perry,Wikimedia disambiguation page,http://www.wikidata.org/entity/Q16824744
OL2629173A,Paul Perry,5,Q83962713,Paul Perry,American cinematographer (1891-1963),http://www.wikidata.org/entity/Q83962713
OL8387486A,Daniel Brain,1,Q125417260,"Daniel Brainerd, Jr.",,http://www.wikidata.org/entity/Q125417260
OL8387486A,Daniel Brain,2,Q5216645,Daniel Brainard,American surgeon (1812–1866),http://www.wikidata.org/entity/Q5216645
OL8387486A,Daniel Brain,3,Q43372473,Daniel Brainard,entry in American Medical Biographies,http://www.wikidata.org/entity/Q43372473
OL8387486A,Daniel Brain,4,Q36642246,Daniel Brainard--pioneering surgeon and teacher,scientific article published on January 1981,http://www.wikidata.org/entity/Q36642246
OL7949151A,James W. Williams,1,Q110228630,James W. Williams,American painter (1787–1872),http://www.wikidata.org/entity/Q110228630
OL7949151A,James W. Williams,2,Q96211579,James W. Williams,Confederate soldier who served in the 4th and 16th Georgia Infantry Regiments during the Civil War,http://www.wikidata.org/entity/Q96211579
OL7949151A,James W. Williams,3,Q109886364,James W. Williamson,,http://www.wikidata.org/entity/Q109886364
OL2664659A,Linda Wasmer Andrews,1,Q112444358,Linda Wasmer Andrews,,http://www.wikidata.org/entity/Q112444358
OL223996A,Moshe Zeidner,1,Q112420836,Moshe Zeidner,,http://www.wikidata.org/entity/Q112420836
OL3138260A,Joseph Ciarrochi,1,Q47503195,Joseph Ciarrochi,researcher,http://www.wikidata.org/entity/Q47503195
OL1158001A,Daniel Coleman,1,Q104842230,Daniel Coleman,American judge,http://www.wikidata.org/entity/Q104842230
OL1158001A,Daniel Coleman,2,Q126849112,Daniel Coleman,candidate in the 2024 United Kingdom general election,http://www.wikidata.org/entity/Q126849112
OL1158001A,Daniel Coleman,3,Q112537730,Daniel Coleman,,http://www.wikidata.org/entity/Q112537730
OL1158001A,Daniel Coleman,4,Q85190915,Daniel J Coleman,researcher,http://www.wikidata.org/entity/Q85190915
OL1158001A,Daniel Coleman,5,Q75838725,Daniel Coleman,Scottish politician,http://www.wikidata.org/entity/Q75838725
OL1008395A,Margaret Chapman,1,Q107198452,Margaret Chapman,New Zealand rural community leader,http://www.wikidata.org/entity/Q107198452
OL1008395A,Margaret Chapman,2,Q124725816,Margaret Chapman,10 Dec 1675 - est. 21 Dec 1750,http://www.wikidata.org/entity/Q124725816
OL1008395A,Margaret Chapman,3,Q6759262,Margaret Chapman,British artist (1940-2000),http://www.wikidata.org/entity/Q6759262
OL1008395A,Margaret Chapman,4,Q92268216,Margaret P Chapman,researcher (ORCID 0000-0002-2483-6545),http://www.wikidata.org/entity/Q92268216
OL1008395A,Margaret Chapman,5,Q75907439,Margaret Daisy Echlin,Peerage person ID=395691,http://www.wikidata.org/entity/Q75907439
OL3094702A,Ryan James,1,Q110717720,Ryan James,"PhD, University of Washington, 2019",http://www.wikidata.org/entity/Q110717720
OL3094702A,Ryan James,2,Q109282984,Ryan James,United States rugby union player,http://www.wikidata.org/entity/Q109282984
OL3094702A,Ryan James,3,Q514020,Ryan Eggold,"American actor, musician and singer",http://www.wikidata.org/entity/Q514020
OL3094702A,Ryan James,4,Q48123201,Ryan G. James,computer scientist,http://www.wikidata.org/entity/Q48123201
OL3094702A,Ryan James,5,Q705213,Ryan Howard,American baseball player (born 1979),http://www.wikidata.org/entity/Q705213
OL14948835A,Eric Robertson,1,Q18875853,Eric Robertson,Scottish painter; (1887-1941),http://www.wikidata.org/entity/Q18875853
OL14948835A,Eric Robertson,2,Q125630933,Eric Robertson,writer,http://www.wikidata.org/entity/Q125630933
OL14948835A,Eric Robertson,3,Q121130219,Eric Robertson,"jewelry artist, mixed-media artist (born 1959)",http://www.wikidata.org/entity/Q121130219
OL14948835A,Eric Robertson,4,Q1351592,Eric Robertson,Scottish composer and musician in Canada,http://www.wikidata.org/entity/Q1351592
OL14948835A,Eric Robertson,5,Q5386499,Eric Forbes-Robertson,British artist (1865-1935),http://www.wikidata.org/entity/Q5386499
OL1357185A,John Eaton,1,Q100447264,John Eaton,"Abt 1487 Rowington, Warwickshire - 4 Jan 1548 Rowington, Warwickshire",http://www.wikidata.org/entity/Q100447264
OL1357185A,John Eaton,2,Q6231077,John Eaton,Royal Navy admiral,http://www.wikidata.org/entity/Q6231077
OL1357185A,John Eaton,3,Q117317984,John Eaton,illustrator (1942-),http://www.wikidata.org/entity/Q117317984
OL1357185A,John Eaton,4,Q125324681,John Eaton,British architect,http://www.wikidata.org/entity/Q125324681
OL1357185A,John Eaton,5,Q878759,John Eaton,American politician and diplomat (1790-1856),http://www.wikidata.org/entity/Q878759
OL2879317A,Roy Johnson,1,Q111323754,Louis L. 'Roy' Johnson,American politician,http://www.wikidata.org/entity/Q111323754
OL2879317A,Roy Johnson,2,Q111318547,Roy M. Johnson,American politician (1908–1994),http://www.wikidata.org/entity/Q111318547
OL2879317A,Roy Johnson,3,Q60735979,Roy Johnson,Bermudian boxer,http://www.wikidata.org/entity/Q60735979
OL2879317A,Roy Johnson,4,Q75759234,Roy Johnson,Peerage person ID=319586,http://www.wikidata.org/entity/Q75759234
OL2879317A,Roy Johnson,5,Q16011597,Roy Johnson,American baseball player and coach,http://www.wikidata.org/entity/Q16011597
OL11121520A,Tyler Dawson,1,Q136623935,Tyler Dawson,Israeli basketball player (born 1997),http://www.wikidata.org/entity/Q136623935
OL385663A,Allan Afuah,1,Q139435257,Allan Afuah,,http://www.wikidata.org/entity/Q139435257
OL3083143A,Paul Trott,1,Q114567519,Paul Trott,,http://www.wikidata.org/entity/Q114567519
OL3083143A,Paul Trott,2,Q100936777,Paul Trotti,college basketball player (1997–2000) Georgia Tech,http://www.wikidata.org/entity/Q100936777
OL7504235A,John R. Bessant,1,Q112404322,J. R. Bessant,,http://www.wikidata.org/entity/Q112404322
OL2476984A,Keith Goffin,1,Q112424583,Keith Goffin,,http://www.wikidata.org/entity/Q112424583
OL7208428A,Mark Dodgson,1,Q6767387,Mark Dodgson,Australian academic,http://www.wikidata.org/entity/Q6767387
OL834892A,Mark Dodgson,1,Q6767387,Mark Dodgson,Australian academic,http://www.wikidata.org/entity/Q6767387
OL2952465A,Rick Mitchell,1,Q2095228,Rick Mitchell,Australian sprinter (1955–2021),http://www.wikidata.org/entity/Q2095228
OL2952465A,Rick Mitchell,2,Q112424584,Rick Mitchell,,http://www.wikidata.org/entity/Q112424584
OL2952465A,Rick Mitchell,3,Q102128811,Rick Mitchell,Ph.D. University of Wyoming,http://www.wikidata.org/entity/Q102128811
OL27182A,Mohamed Zairi,1,Q6891571,Mohamed Zairi,"British academic, author",http://www.wikidata.org/entity/Q6891571
OL240826A,Clayton M. Christensen,1,Q5130292,Clayton Christensen,American economist (1952-2020),http://www.wikidata.org/entity/Q5130292
OL9988320A,Andreas Tan,1,Q106971302,Andreas Tanuseputra,,http://www.wikidata.org/entity/Q106971302
OL9988320A,Andreas Tan,2,Q109698097,Andreas Tanadjaya,Indonesian political candidate,http://www.wikidata.org/entity/Q109698097
OL9988320A,Andreas Tan,3,Q113843054,Andreas Tandler-Schneider,,http://www.wikidata.org/entity/Q113843054
OL9988320A,Andreas Tan,4,Q95845790,Andreas Tanner,,http://www.wikidata.org/entity/Q95845790
OL9988320A,Andreas Tan,5,Q4755641,Andreas Tanberg Gløersen,Norwegian forest manager (1836-1904),http://www.wikidata.org/entity/Q4755641
OL9745658A,Jan van den Ende,1,Q102351630,Jan van den Ende,Ph.D. Technische Universiteit Delft 1994,http://www.wikidata.org/entity/Q102351630
OL9745658A,Jan van den Ende,2,Q2138371,Jan van den Ende,Dutch film director (1922-2008),http://www.wikidata.org/entity/Q2138371
OL9745658A,Jan van den Ende,3,Q19664782,Jan van den Ende,Dutch business theorist,http://www.wikidata.org/entity/Q19664782
OL9745658A,Jan van den Ende,4,Q82985262,Jan van den Ende,,http://www.wikidata.org/entity/Q82985262
OL9745658A,Jan van den Ende,5,Q64614644,Jan van den Enden,drawing in the National Gallery of Art (NGA 158362),http://www.wikidata.org/entity/Q64614644
OL7526080A,Ina Goller,1,Q112545666,Ina Goller,,http://www.wikidata.org/entity/Q112545666
OL3410106A,Pervaiz Ahmed,1,Q59627624,Pervaiz Ahmed,politician in Pakistan,http://www.wikidata.org/entity/Q59627624
OL3410106A,Pervaiz Ahmed,2,Q138843018,Pervaiz Ahmed,Pakistani footballer (born 1967),http://www.wikidata.org/entity/Q138843018
OL1398890A,Pervaiz K. Ahmed,1,Q104671323,Pervaiz K. Ahmed – Lim Kwang Kok – Ann Y.E. Loh. Learning through knowledge management,scientific article published in Bollettino AIB,http://www.wikidata.org/entity/Q104671323
OL7084372A,Alexander Brem,1,Q43196955,Alexander Brem,German researcher and professor,http://www.wikidata.org/entity/Q43196955
OL7084372A,Alexander Brem,2,Q16937609,Alexander Brem,German voice actor,http://www.wikidata.org/entity/Q16937609
OL7084372A,Alexander Brem,3,Q139511742,Alexander Bremer,,http://www.wikidata.org/entity/Q139511742
OL7084372A,Alexander Brem,4,Q137328600,Alexander Bremer,,http://www.wikidata.org/entity/Q137328600
OL7084372A,Alexander Brem,5,Q87180380,Alexander Minorita,,http://www.wikidata.org/entity/Q87180380
OL225185A,Eric Viardot,1,Q101560156,Eric Viardot,"Éric Viardot, EADA Business School",http://www.wikidata.org/entity/Q101560156
OL7349537A,Stefano Biazzo,1,Q139447974,Stefano Biazzo,,http://www.wikidata.org/entity/Q139447974
OL9575127A,Roberto Filippini,1,Q130921881,Roberto Filippini,researcher (ORCID 0009-0007-3443-1174),http://www.wikidata.org/entity/Q130921881
OL9575127A,Roberto Filippini,2,Q21553194,Roberto Filippini,Italian bishop,http://www.wikidata.org/entity/Q21553194
OL7356617A,Carolina Machado,1,Q57018851,Carolina B Machado,researcher,http://www.wikidata.org/entity/Q57018851
OL7356617A,Carolina Machado,2,Q100390566,Carolina Machado Martinelli Lobo,researcher,http://www.wikidata.org/entity/Q100390566
OL7356617A,Carolina Machado,3,Q5044879,Carolina Oliveira,actress,http://www.wikidata.org/entity/Q5044879
OL7356617A,Carolina Machado,4,Q112506906,Carolina Feliciana de Sá Cunha Machado,,http://www.wikidata.org/entity/Q112506906
OL6582933A,J. Paulo Davim,1,Q64691563,J. Paulo Davim,"born:1964-02-05|; Davim, J. Paulo 1964-; Davim, João Paulo; Davim, J. P., 1964-; Davim, João Paulo, 1964-",http://www.wikidata.org/entity/Q64691563
OL6862634A,Patrick van der Duin,1,Q112539001,Patrick van der Duin,,http://www.wikidata.org/entity/Q112539001
OL6862634A,Patrick van der Duin,2,Q20895325,Patrick van der Duin,cyclist,http://www.wikidata.org/entity/Q20895325
OL7888682A,Roland Ortt,1,Q112343175,Joan Roland Ortt,,http://www.wikidata.org/entity/Q112343175
OL4155296A,Jin Chen,1,Q27613218,Jin Chen,badminton player,http://www.wikidata.org/entity/Q27613218
OL4155296A,Jin Chen,2,Q101051974,Jin Chen,researcher ORCID 0000-0002-0259-7483,http://www.wikidata.org/entity/Q101051974
OL4155296A,Jin Chen,3,Q112041220,Jin Chen,Art und performance,http://www.wikidata.org/entity/Q112041220
OL4155296A,Jin Chen,4,Q56420302,Jin Chen,researcher ORCID: 0000-0002-6497-4141,http://www.wikidata.org/entity/Q56420302
OL4155296A,Jin Chen,5,Q55189464,Jin Chen,physician,http://www.wikidata.org/entity/Q55189464
OL7112037A,Poh Kam Wong,1,Q102621966,Poh Kam Wong,Ph.D. Massachusetts Institute of Technology 1979,http://www.wikidata.org/entity/Q102621966
OL7112037A,Poh Kam Wong,2,Q133766355,Poh-Kam Wong,,http://www.wikidata.org/entity/Q133766355
OL8469889A,David Sarpong,1,Q105181629,David Sarpong Boateng,Ghanaian politician,http://www.wikidata.org/entity/Q105181629
OL4114926A,Dirk Meissner,1,Q1227970,Dirk Meissner,German draughtsperson,http://www.wikidata.org/entity/Q1227970
OL4114926A,Dirk Meissner,2,Q58064401,Dirk Meissner,"researcher, ORCID id # 0000-0003-4573-0376",http://www.wikidata.org/entity/Q58064401
OL4114926A,Dirk Meissner,3,Q138957760,Dirk Meißner,,http://www.wikidata.org/entity/Q138957760
OL389509A,Stuart Macdonald,1,Q112546051,Stuart MacDonald,British professor of criminal law,http://www.wikidata.org/entity/Q112546051
OL389509A,Stuart Macdonald,2,Q57317387,Stuart J Macdonald,British American professor of genetics,http://www.wikidata.org/entity/Q57317387
OL389509A,Stuart Macdonald,3,Q123371071,Stuart Elaine Macdonald,American professor of political science,http://www.wikidata.org/entity/Q123371071
OL389509A,Stuart Macdonald,4,Q137136102,Stuart Macdonald,,http://www.wikidata.org/entity/Q137136102
OL389509A,Stuart Macdonald,5,Q111686711,Stuart Brown,American philosopher and academic administrator,http://www.wikidata.org/entity/Q111686711
OL541941A,David Schwartzman,1,Q131374734,David Schwartzman,geologist,http://www.wikidata.org/entity/Q131374734
OL541941A,David Schwartzman,2,Q85246428,David J Schwartzman,researcher,http://www.wikidata.org/entity/Q85246428
OL541941A,David Schwartzman,3,Q95627290,David Schwartzman,researcher,http://www.wikidata.org/entity/Q95627290
OL541941A,David Schwartzman,4,Q24566026,David Schwartzman,Canadian-American economist,http://www.wikidata.org/entity/Q24566026
OL541941A,David Schwartzman,5,Q140408626,David Schwartzman,Wikimedia disambiguation page,http://www.wikidata.org/entity/Q140408626
OL5642597A,Robert Blackburn,1,Q115226576,Robert Blackburn,"English merchant, established in Funchal, Madeira",http://www.wikidata.org/entity/Q115226576
OL5642597A,Robert Blackburn,2,Q75266838,Robert Blackburn,Peerage person ID=23732,http://www.wikidata.org/entity/Q75266838
OL5642597A,Robert Blackburn,3,Q7342130,Robert Blackburn,"African American visual artist, printmaker (1920–2003)",http://www.wikidata.org/entity/Q7342130
OL5642597A,Robert Blackburn,4,Q2156577,Robert Blackburn,British aviation pioneer (1885–1955),http://www.wikidata.org/entity/Q2156577
OL5642597A,Robert Blackburn,5,Q7342131,Robert Blackburn,Irish educator (1927-1990),http://www.wikidata.org/entity/Q7342131
OL3751286A,Ravi Jain,1,Q102304696,Ravi Jain,mathematics researcher; Ph.D. University of Adelaide 1999,http://www.wikidata.org/entity/Q102304696
OL3751286A,Ravi Jain,2,Q140443628,Ravi Jain,engineering researcher,http://www.wikidata.org/entity/Q140443628
OL3751286A,Ravi Jain,3,Q141322167,Ravi Jain Kattula,"Indian politician, District Official Spokesperson YSRCP Eluru",http://www.wikidata.org/entity/Q141322167
OL3751286A,Ravi Jain,4,Q29533519,Ravinder K. Jain,(born 1935),http://www.wikidata.org/entity/Q29533519
OL2671747A,Harry C. Triandis,1,Q43253933,Harry C. Triandis,Greek-American cross-cultural social psychologist,http://www.wikidata.org/entity/Q43253933
OL9730645A,Kristian Wasén,1,Q112545640,Kristian Wasén,scientist,http://www.wikidata.org/entity/Q112545640
OL10520311A,Jordi Diaz,1,Q57413095,Jordi Diaz,researcher ORCID id 0000-0003-1801-0541,http://www.wikidata.org/entity/Q57413095
OL10520311A,Jordi Diaz,2,Q61758337,Jordi Diaz,researcher ORCID ID = 0000-0002-3413-9380,http://www.wikidata.org/entity/Q61758337
OL10520311A,Jordi Diaz,3,Q11928295,Jordi Díaz,Spanish actor,http://www.wikidata.org/entity/Q11928295
OL10520311A,Jordi Diaz,4,Q50717158,Jordi Díaz-Manera,researcher,http://www.wikidata.org/entity/Q50717158
