matrix_row,book_id,canonical_title,authors,description,subjects,first_publish_year,publication_year_observed,average_rating,ratings_count,edition_count,want_to_read_count,currently_reading_count,already_read_count,cover_url,source_group,topic_cluster,cluster_label,enriched_zero_vector
1205,BOOK01206,How to be a Coffee Bean,,,,,,,,,,,,,LeadershipNow only,,,False
1206,BOOK01207,The Power of a Positive You,['Jon Gordon'],,[],,2022.0,,,,,,,https://www.leadershipnow.com/leadershop/images/9781119430285.jpg,LeadershipNow only,22.0,Power and Influence,False
1207,BOOK01208,Scaling Innovation,['Madhavan Ramanujam and Eddie Hartman'],,[],,2025.0,,,,,,,https://www.leadershipnow.com/leadershop/images/9781119633068.jpg,LeadershipNow only,21.0,Innovation Management,False
1208,BOOK01209,Leading in a Non-Linear World,['Jean Gomes'],,[],,2023.0,,,,,,,https://www.leadershipnow.com/leadershop/images/9781119672722.jpg,LeadershipNow only,16.0,Leading Self and Others,False
1209,BOOK01210,The One Truth,['Jon Gordon'],,[],,2023.0,,,,,,,https://www.leadershipnow.com/leadershop/images/9781119757351.jpg,LeadershipNow only,0.0,Entrepreneurial and Growth Mindset,False
1210,BOOK01211,The 7 Commitments of a Great Team,['Jon Gordon'],,[],,2025.0,,,,,,,https://www.leadershipnow.com/leadershop/images/9781119757382.jpg,LeadershipNow only,2.0,Team Leadership,False
1211,BOOK01212,The Sale,,,,,,,,,,,,,LeadershipNow only,,,False
1212,BOOK01213,The Neutrality Trap,,,,,,,,,,,,,LeadershipNow only,,,False
1213,BOOK01214,Human-Driven Experience,['Robert Harles'],,[],,2022.0,,,,,,,https://www.leadershipnow.com/leadershop/images/9781119812982.jpg,LeadershipNow only,28.0,CEO and Executive Transformation,False
1214,BOOK01215,The Power of One More,['Ed Mylett'],,[],,2022.0,,,,,,,https://www.leadershipnow.com/leadershop/images/9781119815365.jpg,LeadershipNow only,22.0,Power and Influence,False
1215,BOOK01216,Difficult Decisions,['Eric Pliner'],,[],,2022.0,,,,,,,https://www.leadershipnow.com/leadershop/images/9781119817048.jpg,LeadershipNow only,28.0,CEO and Executive Transformation,False
1216,BOOK01217,Driving Results,['Gary A. Garfield'],,[],,2022.0,,,,,,,https://www.leadershipnow.com/leadershop/images/9781119822479.jpg,LeadershipNow only,28.0,CEO and Executive Transformation,False
1217,BOOK01218,The Imperfectionists,,,,,,,,,,,,,LeadershipNow only,,,False
1218,BOOK01219,Amp It Up,['Frank Slootman'],,[],,2022.0,,,,,,,https://www.leadershipnow.com/leadershop/images/9781119836117.jpg,LeadershipNow only,0.0,Entrepreneurial and Growth Mindset,False
1219,BOOK01220,The Mentor's Guide,['Lois J. Zachary and Lisa Fain'],,[],,2022.0,,,,,,,https://www.leadershipnow.com/leadershop/images/9781119838180.jpg,LeadershipNow only,28.0,CEO and Executive Transformation,False
1220,BOOK01221,Say More About That,['Amber Cabral'],,[],,2022.0,,,,,,,https://www.leadershipnow.com/leadershop/images/9781119839323.jpg,LeadershipNow only,11.0,Organizational Culture and Trust,False
1221,BOOK01222,"Move to the Edge, Declare it Center",['Everett Harper'],,[],,2022.0,,,,,,,https://www.leadershipnow.com/leadershop/images/9781119849889.jpg,LeadershipNow only,28.0,CEO and Executive Transformation,False
1222,BOOK01223,Do It,,,,,,,,,,,,,LeadershipNow only,,,False
1223,BOOK01224,Amplify Your Influence,['Rene Rodriguez'],,[],,2022.0,,,,,,,https://www.leadershipnow.com/leadershop/images/9781119858683.jpg,LeadershipNow only,28.0,CEO and Executive Transformation,False
1224,BOOK01225,Leading Wisely,['Manfred F. R. Kets de Vries'],,[],,2022.0,,,,,,,https://www.leadershipnow.com/leadershop/images/9781119860396.jpg,LeadershipNow only,16.0,Leading Self and Others,False
1225,BOOK01226,Trustworthy AI,['Beena Ammanath'],,[],,2022.0,,,,,,,https://www.leadershipnow.com/leadershop/images/9781119867920.jpg,LeadershipNow only,26.0,Contemporary Leadership Practice,False
1226,BOOK01227,How the Future Works,"['Brian Elliott, Sheela Subramanian and Helen Kupp']",,[],,2022.0,,,,,,,https://www.leadershipnow.com/leadershop/images/9781119870951.jpg,LeadershipNow only,3.0,Future Thinking and Personal Development,False
1227,BOOK01228,Sustainable Leadership:,['Clarke Murphy'],,[],,2022.0,,,,,,,https://www.leadershipnow.com/leadershop/images/9781119872153.jpg,LeadershipNow only,25.0,Transformational Leadership,False
1228,BOOK01229,The Unexpected Leader,['Jacqueline M. Baker'],,[],,2022.0,,,,,,,https://www.leadershipnow.com/leadershop/images/9781119877677.jpg,LeadershipNow only,5.0,Leader Identity and Practice,False
1229,BOOK01230,The Soul of Startups,['Sophie Theen'],,[],,2022.0,,,,,,,https://www.leadershipnow.com/leadershop/images/9781119885590.jpg,LeadershipNow only,7.0,Broad Leadership and Success,False
1230,BOOK01231,Principal in Balance,['Jessica Cabeen'],,[],,2023.0,,,,,,,https://www.leadershipnow.com/leadershop/images/9781119885764.jpg,LeadershipNow only,11.0,Organizational Culture and Trust,False
1231,BOOK01232,True North,['Bill George and Zach Clayton'],,[],,2022.0,,,,,,,https://www.leadershipnow.com/leadershop/images/9781119886105.jpg,LeadershipNow only,3.0,Future Thinking and Personal Development,False
1232,BOOK01233,Step into the Metaverse,['Mark van Rijmenam'],,[],,2022.0,,,,,,,https://www.leadershipnow.com/leadershop/images/9781119887577.jpg,LeadershipNow only,28.0,CEO and Executive Transformation,False
1233,BOOK01234,The Metaverse Handbook,"['QuHarrison Terry and Scott ""DJ Skee"" Keeney']",,[],,2022.0,,,,,,,https://www.leadershipnow.com/leadershop/images/9781119892526.jpg,LeadershipNow only,28.0,CEO and Executive Transformation,False
1234,BOOK01235,Digital Transformation Payday,['Tim Bottke'],,[],,2022.0,,,,,,,https://www.leadershipnow.com/leadershop/images/9781119894179.jpg,LeadershipNow only,28.0,CEO and Executive Transformation,False
1235,BOOK01236,Leading with Vulnerability,['Jacob Morgan'],,[],,2023.0,,,,,,,https://www.leadershipnow.com/leadershop/images/9781119895244.jpg,LeadershipNow only,16.0,Leading Self and Others,False
1236,BOOK01237,Work Here Now,['Melissa Swift'],,[],,2023.0,,,,,,,https://www.leadershipnow.com/leadershop/images/9781119895275.jpg,LeadershipNow only,15.0,Workplace and Generational Dynamics,False
1237,BOOK01238,The Locker Room,['Stephen Mackey and Damon West'],,[],,2022.0,,,,,,,https://www.leadershipnow.com/leadershop/images/9781119897842.jpg,LeadershipNow only,28.0,CEO and Executive Transformation,False
1238,BOOK01239,Adaptive Resilience,['Maria Santacaterina'],,[],,2023.0,,,,,,,https://www.leadershipnow.com/leadershop/images/9781119898184.jpg,LeadershipNow only,28.0,CEO and Executive Transformation,False
1239,BOOK01240,Decisions Over Decimals,"['Paul F. Magnone, Christopher J. Frank and Oded Netzer']",,[],,2022.0,,,,,,,https://www.leadershipnow.com/leadershop/images/9781119898481.jpg,LeadershipNow only,28.0,CEO and Executive Transformation,False
1240,BOOK01241,Navigating the Metaverse,"['Cathy Hackl, Dirk Lueth and Tommaso Di Bartol']",,[],,2022.0,,,,,,,https://www.leadershipnow.com/leadershop/images/9781119898993.jpg,LeadershipNow only,28.0,CEO and Executive Transformation,False
1241,BOOK01242,Energy Leadership,['Bruce D. Schneider'],,[],,2022.0,,,,,,,https://www.leadershipnow.com/leadershop/images/9781119899549.jpg,LeadershipNow only,25.0,Transformational Leadership,False
1242,BOOK01243,A Cure for the Common Company,['Richard Safeer'],,[],,2023.0,,,,,,,https://www.leadershipnow.com/leadershop/images/9781119899969.jpg,LeadershipNow only,11.0,Organizational Culture and Trust,False
1243,BOOK01244,The Digital Leader,['Ram Charan and Raj B. Vattikuti'],,[],,2022.0,,,,,,,https://www.leadershipnow.com/leadershop/images/9781119900085.jpg,LeadershipNow only,5.0,Leader Identity and Practice,False
1244,BOOK01245,Culture Is the Way,['Matt Mayberry'],,[],,2023.0,,,,,,,https://www.leadershipnow.com/leadershop/images/9781119913658.jpg,LeadershipNow only,11.0,Organizational Culture and Trust,False
1245,BOOK01246,Wise Decisions,['Sheila Ohlsson and James E. Loehr'],,[],,2022.0,,,,,,,https://www.leadershipnow.com/leadershop/images/9781119931409.jpg,LeadershipNow only,28.0,CEO and Executive Transformation,False
1246,BOOK01247,The Ecosystem Economy,['Venkat Atluri and Miklós Dietz'],,[],,2022.0,,,,,,,https://www.leadershipnow.com/leadershop/images/9781119984788.jpg,LeadershipNow only,0.0,Entrepreneurial and Growth Mindset,False
1247,BOOK01248,Autonomous Transformation,['Brian Evergreen'],,[],,2023.0,,,,,,,https://www.leadershipnow.com/leadershop/images/9781119985297.jpg,LeadershipNow only,28.0,CEO and Executive Transformation,False
1248,BOOK01249,The Negativity Fast,['Anthony Iannarino'],,[],,2023.0,,,,,,,https://www.leadershipnow.com/leadershop/images/9781119985884.jpg,LeadershipNow only,11.0,Organizational Culture and Trust,False
1249,BOOK01250,To the Top,,,,,,,,,,,,,LeadershipNow only,,,False
1250,BOOK01251,The Energy of Success,['Rebecca Ahmed'],,[],,2024.0,,,,,,,https://www.leadershipnow.com/leadershop/images/97811394245475.jpg,LeadershipNow only,7.0,Broad Leadership and Success,False
1251,BOOK01252,The Jeffersonians,,,,,,,,,,,,,LeadershipNow only,,,False
1252,BOOK01253,"See, Solve, Scale",['Danny Warshay'],,[],,2022.0,,,,,,,https://www.leadershipnow.com/leadershop/images/9781250272317.jpg,LeadershipNow only,11.0,Organizational Culture and Trust,False
1253,BOOK01254,Unlikely Heroes,['Derek Leebaert'],,[],,2023.0,,,,,,,https://www.leadershipnow.com/leadershop/images/9781250274694.jpg,LeadershipNow only,28.0,CEO and Executive Transformation,False
1254,BOOK01255,Talent,['Tyler Cowen and Daniel Gross'],,[],,2022.0,,,,,,,https://www.leadershipnow.com/leadershop/images/9781250275813.jpg,LeadershipNow only,28.0,CEO and Executive Transformation,False
1255,BOOK01256,The Fund,,,,,,,,,,,,,LeadershipNow only,,,False
1256,BOOK01257,Intrinsic Motivation,['Stefan Falk'],,[],,2023.0,,,,,,,https://www.leadershipnow.com/leadershop/images/9781250277695.jpg,LeadershipNow only,11.0,Organizational Culture and Trust,False
1257,BOOK01258,The Bezos Blueprint,,,,,,,,,,,,,LeadershipNow only,,,False
1258,BOOK01259,Endure,,,,,,,,,,,,,LeadershipNow only,,,False
1259,BOOK01260,"When They Win, You Win",['Russ Laraway'],,[],,2022.0,,,,,,,https://www.leadershipnow.com/leadershop/images/9781250279668.jpg,LeadershipNow only,7.0,Broad Leadership and Success,False
1260,BOOK01261,The Unfair Advantage,['Ash Ali and Hasan Kubba'],,[],,2022.0,,,,,,,https://www.leadershipnow.com/leadershop/images/9781250280527.jpg,LeadershipNow only,0.0,Entrepreneurial and Growth Mindset,False
1261,BOOK01262,The Perennials,,,,,,,,,,,,,LeadershipNow only,,,False
1262,BOOK01263,The Art of Clear Thinking,['Hasard Lee'],,[],,2023.0,,,,,,,https://www.leadershipnow.com/leadershop/images/9781250281449.jpg,LeadershipNow only,0.0,Entrepreneurial and Growth Mindset,False
1263,BOOK01264,The Friction Project,['Robert I. Sutton and Huggy Rao'],,[],,2024.0,,,,,,,https://www.leadershipnow.com/leadershop/images/9781250284419.jpg,LeadershipNow only,23.0,Project Management,False
1264,BOOK01265,If You Want Something Done,['Nikki R. Haley'],,[],,2022.0,,,,,,,https://www.leadershipnow.com/leadershop/images/9781250284976.jpg,LeadershipNow only,3.0,Future Thinking and Personal Development,False
1265,BOOK01266,Hard Truths,['Michael Waltz'],,[],,2024.0,,,,,,,https://www.leadershipnow.com/leadershop/images/9781250286185.jpg,LeadershipNow only,11.0,Organizational Culture and Trust,False
1266,BOOK01267,Your Big Leap Year,['Gay Hendricks PH.D.'],,[],,2024.0,,,,,,,https://www.leadershipnow.com/leadershop/images/9781250292797.jpg,LeadershipNow only,11.0,Organizational Culture and Trust,False
1267,BOOK01268,Nobody Cares About Your Career,['Erika Ayers Badan'],,[],,2024.0,,,,,,,https://www.leadershipnow.com/leadershop/images/9781250320582.jpg,LeadershipNow only,11.0,Organizational Culture and Trust,False
1268,BOOK01269,Uncommon,['Mark Divine'],,[],,2024.0,,,,,,,https://www.leadershipnow.com/leadershop/images/9781250331908.jpg,LeadershipNow only,7.0,Broad Leadership and Success,False
1269,BOOK01270,Supremacy,,,,,,,,,,,,,LeadershipNow only,,,False
1270,BOOK01271,The Difference That Makes the Difference,['Josh Davis and Greg Prosmushkin'],,[],,2025.0,,,,,,,https://www.leadershipnow.com/leadershop/images/9781250349088.jpg,LeadershipNow only,7.0,Broad Leadership and Success,False
1271,BOOK01272,The Need to Lead,['Dave Berke / Foreword by Jocko Willink'],,[],,2025.0,,,,,,,https://www.leadershipnow.com/leadershop/images/9781250361639.jpg,LeadershipNow only,26.0,Contemporary Leadership Practice,False
1272,BOOK01273,Master of Me,['Keke Palmer'],,[],,2024.0,,,,,,,https://www.leadershipnow.com/leadershop/images/9781250372512.jpg,LeadershipNow only,28.0,CEO and Executive Transformation,False
1273,BOOK01274,The History of Money,['David McWilliamswith a Forewod by Michael Lewis'],,[],,2025.0,,,,,,,https://www.leadershipnow.com/leadershop/images/9781250408181.jpg,LeadershipNow only,7.0,Broad Leadership and Success,False
1274,BOOK01275,Radical Respect,['Kim Scott'],,[],,2024.0,,,,,,,https://www.leadershipnow.com/leadershop/images/9781250623768.jpg,LeadershipNow only,28.0,CEO and Executive Transformation,False
1275,BOOK01276,The Four Workarounds,,,,,,,,,,,,,LeadershipNow only,,,False
1276,BOOK01277,Upshift,,,,,,,,,,,,,LeadershipNow only,,,False
1277,BOOK01278,Over Work,['Brigid Schulte'],,[],,2024.0,,,,,,,https://www.leadershipnow.com/leadershop/images/9781250801722.jpg,LeadershipNow only,15.0,Workplace and Generational Dynamics,False
1278,BOOK01279,Thinking 101,['Woo-kyoung Ahn'],,[],,2022.0,,,,,,,https://www.leadershipnow.com/leadershop/images/9781250805959.jpg,LeadershipNow only,28.0,CEO and Executive Transformation,False
1279,BOOK01280,How Trust Works,['Peter H. Kim'],,[],,2023.0,,,,,,,https://www.leadershipnow.com/leadershop/images/9781250838155.jpg,LeadershipNow only,11.0,Organizational Culture and Trust,False
1280,BOOK01281,STFU,,,,,,,,,,,,,LeadershipNow only,,,False
1281,BOOK01282,Activate Your Greatness,['Alex Toussaint'],,[],,2023.0,,,,,,,https://www.leadershipnow.com/leadershop/images/9781250852038.jpg,LeadershipNow only,7.0,Broad Leadership and Success,False
1282,BOOK01283,Win Every Argument,['Mehdi Hasan'],,[],,2022.0,,,,,,,https://www.leadershipnow.com/leadershop/images/9781250853479.jpg,LeadershipNow only,7.0,Broad Leadership and Success,False
1283,BOOK01284,Startup Program Design,['Paolo Lombardi and Adam Berk'],,[],,2022.0,,,,,,,https://www.leadershipnow.com/leadershop/images/9781260463255.jpg,LeadershipNow only,0.0,Entrepreneurial and Growth Mindset,False
1284,BOOK01285,We the Leader,['Jeffrey Spahn'],,[],,2022.0,,,,,,,https://www.leadershipnow.com/leadershop/images/9781260474978.jpg,LeadershipNow only,5.0,Leader Identity and Practice,False
1285,BOOK01286,Change Proof,['Adam Markel'],,[],,2022.0,,,,,,,https://www.leadershipnow.com/leadershop/images/9781264258987.jpg,LeadershipNow only,9.0,Change Management,False
1286,BOOK01287,Pitch Like Hollywood,['Peter Desberg and Jeffrey Davis'],,[],,2022.0,,,,,,,https://www.leadershipnow.com/leadershop/images/9781264268566.jpg,LeadershipNow only,11.0,Organizational Culture and Trust,False
1287,BOOK01288,The Pursuit of Excellence,['Ryan Hawk'],,[],,2022.0,,,,,,,https://www.leadershipnow.com/leadershop/images/9781264269099.jpg,LeadershipNow only,3.0,Future Thinking and Personal Development,False
1288,BOOK01289,Bridge the Gap,['Jennifer Edwards and Katie McCleary'],,[],,2022.0,,,,,,,https://www.leadershipnow.com/leadershop/images/9781264269112.jpg,LeadershipNow only,11.0,Organizational Culture and Trust,False
1289,BOOK01290,Flip the Switch,['Coach Micheal Burt'],,[],,2023.0,,,,,,,https://www.leadershipnow.com/leadershop/images/9781264269228.jpg,LeadershipNow only,28.0,CEO and Executive Transformation,False
1290,BOOK01291,All Are Welcome,['Cynthia Owyoung'],,[],,2022.0,,,,,,,https://www.leadershipnow.com/leadershop/images/9781264269785.jpg,LeadershipNow only,7.0,Broad Leadership and Success,False
1291,BOOK01292,Connectable,,,,,,,,,,,,,LeadershipNow only,,,False
1292,BOOK01293,Win When They Say You Won't,['Daphne Jones'],,[],,2022.0,,,,,,,https://www.leadershipnow.com/leadershop/images/9781264277995.jpg,LeadershipNow only,7.0,Broad Leadership and Success,False
1293,BOOK01294,"Better Humans, Better Performance","['Peter Rea, James Stoller, and Alan Kolp']",,[],,2022.0,,,,,,,https://www.leadershipnow.com/leadershop/images/9781264278152.jpg,LeadershipNow only,14.0,Performance Management,False
1294,BOOK01295,Thriving on Overload,['Ross Dawson'],,[],,2022.0,,,,,,,https://www.leadershipnow.com/leadershop/images/9781264285402.jpg,LeadershipNow only,7.0,Broad Leadership and Success,False
1295,BOOK01296,Arrive and Thrive,"['Susan MacKenty Brady, Janet Foutty and Lynn Perry Wooten']",,[],,2022.0,,,,,,,https://www.leadershipnow.com/leadershop/images/9781264286355.jpg,LeadershipNow only,28.0,CEO and Executive Transformation,False
1296,BOOK01297,Coaching Essentials for Managers,['Sara Canaday'],,[],,2022.0,,,,,,,https://www.leadershipnow.com/leadershop/images/9781264573585.jpg,LeadershipNow only,28.0,CEO and Executive Transformation,False
1297,BOOK01298,Decision Sprint,['Atif Rafiq'],,[],,2023.0,,,,,,,https://www.leadershipnow.com/leadershop/images/9781264609598.jpg,LeadershipNow only,4.0,Decision Making,False
1298,BOOK01299,The Bold Ones,['Shawn Kanungo'],,[],,2022.0,,,,,,,https://www.leadershipnow.com/leadershop/images/9781264669158.jpg,LeadershipNow only,7.0,Broad Leadership and Success,False
1299,BOOK01300,3 Hours a Day,['Knolly Williams'],,[],,2023.0,,,,,,,https://www.leadershipnow.com/leadershop/images/9781265086947.jpg,LeadershipNow only,11.0,Organizational Culture and Trust,False
1300,BOOK01301,Brave Together,,,,,,,,,,,,,LeadershipNow only,,,False
1301,BOOK01302,Lead Through Anything,['Dustin Seale and Ed Manfre'],,[],,2023.0,,,,,,,https://www.leadershipnow.com/leadershop/images/9781265506391.jpg,LeadershipNow only,26.0,Contemporary Leadership Practice,False
1302,BOOK01303,The Spinach King,['John Seabrook'],,[],,2025.0,,,,,,,https://www.leadershipnow.com/leadershop/images/9781324003526.jpg,LeadershipNow only,7.0,Broad Leadership and Success,False
1303,BOOK01304,Peacemaker,['Thant Myint-U'],,[],,2025.0,,,,,,,https://www.leadershipnow.com/leadershop/images/9781324051978.jpg,LeadershipNow only,28.0,CEO and Executive Transformation,False
1304,BOOK01305,Going Infinite,['Michael Lewis'],,[],,2023.0,,,,,,,https://www.leadershipnow.com/leadershop/images/9781324074335.jpg,LeadershipNow only,11.0,Organizational Culture and Trust,False
1305,BOOK01306,The Optimist,,,,,,,,,,,,,LeadershipNow only,,,True
1306,BOOK01307,The Mind's Mirror,,,,,,,,,,,,,LeadershipNow only,,,False
