book_id,canonical_title,authors,observed_edition_count,earliest_observed_year,latest_observed_year,known_publication_languages_display,known_publication_language_count,multilingual_publication_evidence,observed_publication_countries,observed_publication_country_count,observed_publication_places,observed_publication_place_count,observed_publisher_count,observed_isbn_13_count,observed_format_count,minimum_observed_pages,maximum_observed_pages,known_publication_language_codes,observed_publishers,observed_isbn_10,observed_isbn_10_count,observed_isbn_13,observed_physical_formats,known_publication_languages,first_publish_year,earliest_vs_first_difference,year_discrepancy_flag
BOOK00771,Financial decision making,['John J. Hampton'],5,1976,1989,English,1,False,"['nju', 'vau', 'xxu']",3,"['Englewood Cliffs, N.J', 'Reston, Va', 'Englewood Cliffs,N.J']",3,3,0,0,510,659,['eng'],"['Prentice Hall', 'Reston Pub. Co.', 'Prentice-Hall']","['0133152502', '0835920127', '0835920089', '0879092807', '0133150860']",5,[],[],['English'],1976.0,0.0,False
BOOK00772,Executive decision making,['Manley Howe Jones'],8,1957,1962,English,1,False,"['ilu', 'xxu']",2,"['Homewood, Ill', 'Homewood (Illinois)', 'Homewood, IL']",3,3,0,0,485,560,['eng'],"['R.D. Irwin', 'Richard D. Irwin', 'Irwin']",[],0,[],[],['English'],1957.0,0.0,False
BOOK00773,Policy paradox,['Deborah Stone'],1,2012,2012,English,1,False,['nyu'],1,['New York'],1,2,1,0,416,416,['eng'],"['W.W. Norton & Co.', 'W. W. Norton & Company']",[],0,['9780393912722'],[],['English'],2012.0,0.0,False
BOOK00774,Career decision making,"['W. Bruce Walsh', 'Samuel H. Osipow']",6,1988,2014,English,1,False,['nju'],1,"['Hillsdale, N.J']",1,3,5,0,274,286,['eng'],"['Taylor & Francis Group', 'Routledge', 'L. Erlbaum Associates']",['0898597560'],1,"['9781317767343', '9781315802046', '9781306374903', '9781317767350', '9781317767367']",[],['English'],1988.0,0.0,False
BOOK00775,An introduction to management science,['David Ray Anderson'],13,1976,2005,English,1,False,"['mnu', 'xxu']",2,"['St. Paul', 'Minneapolis/St. Paul', 'Cincinnati', 'London', 'St. Paul, Minn']",5,6,3,1,631,907,['eng'],"['West Pub. Co.', 'West Pub. Co., 1981, c1979.', 'West Group', 'Thomson South-Western', 'South-Western Pub', 'South-Western College Publishing']","['0314629696', '031485214X', '0314210970', '0829901930', '0314034838', '0324202334', '0829900799', '032407946X', '0324003218', '0314793216', '0314024794', '0314631496']",12,"['9780314034830', '9780324202335', '9780324079463']",['Hardcover'],['English'],1976.0,0.0,False
BOOK00776,Argumentation and debate,"['Austin J. Freeley', 'David L. Steinberg']",20,1961,2012,English,1,False,"['cau', 'xxu', 'mau']",3,"['Belmont, Calif', 'Boston', 'Belmont, CA', 'Belmont', 'Boston, MA', 'San Francisco']",6,10,6,2,410,544,['eng'],"['Belmont CA Wadsworth Publishing 1966.', 'Wadsworth', 'Wadsworth Pub. Co.', 'Wadsworth Publishing', 'Wadsworth Pub Co', 'Thomson Wadsworth', 'Wadsworth/Cengage Learning', 'Cengage Learning', 'Brand: Wadsworth Pub Co', 'Wadsworth/Thomson Learning']","['053451510X', '0534258263', '0534561152', '0495095907', '0534177069', '0534009441', '0534004202', '0534055265', '0534120067']",9,"['9781133311607', '9780534515102', '9780534258269', '9780534561154', '9780495095903', '9780534177065']","['Hardcover', 'Paperback']",['English'],1961.0,0.0,False
BOOK00777,Sales management,"['Thomas N. Ingram', 'Raymond W. Laforge', 'Ramon A. Avila', 'Charles H., Jr Schwepker', 'Michael R. Williams']",8,2005,2019,English,1,False,['ohu'],1,"['Mason, Ohio']",1,4,7,1,358,480,['eng'],"['Taylor & Francis Group', 'Routledge', 'South-Western College Pub', 'Thomson/South-Western']",['0324321058'],1,"['9781000651805', '9781000651669', '9780429286926', '9781000651942', '9780765644510', '9781138858022', '9780324321050']",['Paperback'],['English'],2005.0,0.0,False
BOOK00778,Financial Accounting,['Paul D. Kimmel'],58,2008,2016,English,1,False,[],0,[],0,1,58,0,276,276,['eng'],"['Wiley & Sons, Incorporated, John']",[],0,"['9781118992166', '9781118723852', '9781118724279', '9781118950234', '9781119020929', '9780470346518', '9781118723869', '9780470419212', '9781119209881', '9781119157267', '9781118724088', '9780470581865', '9781118707289', '9781118726402', '9781118723937', '9781119171799', '9781118448557', '9781118410158', '9781119377832', '9781119335252', '9781119231592', '9781119259633', '9781118724293', '9781118586266', '9781118570159', '9781119305842', '9781118815496', '9781119050759', '9781119231608', '9781118707555', '9781118231494', '9781118410189', '9780470391730', '9781119335238', '9781119335344', '9781119298229', '9781118253670', '9781118983140', '9781118953860', '9781118983133', '9781118344262', '9781118568880', '9781118344279', '9781118399835', '9781118102923', '9780470936719', '9781118503515', '9781118116326', '9780470586600', '9781118840245', '9780470577301', '9781118102824', '9781118805107', '9781118573181', '9781118344286', '9781118101001', '9780470529935', '9780470520772']",[],['English'],2008.0,0.0,False
BOOK00779,Decision making,['Irving Lester Janis'],1,1977,1977,English,1,False,['nyu'],1,['New York'],1,1,0,0,488,488,['eng'],['Free Press'],['0029161606'],1,[],[],['English'],1977.0,0.0,False
BOOK00780,Data analysis & decision making with Microsoft Excel,"['S. Christian Albright', 'Wayne Winston', 'Christopher J. Zappe']",7,1999,2009,English,1,False,"['ohu', 'cau']",2,"['Mason, Ohio', 'Pacific Grove, CA', 'Belmont, Calif', 'London', 'Mason, OH']",5,6,4,1,1,1090,['eng'],"['South-Western/Cengage Learning', 'South-Western College Pub', 'Duxbury Press', 'Duxbury', 'Thomson Learning', 'Thomson/South-Western']","['0324662440', '0324662459', '0534421458', '0324400829', '0534261248', '053438367X', '0534389325']",7,"['9780324662443', '9780324662450', '9812435433', '9780324400823']",['Hardcover'],['English'],1999.0,0.0,False
BOOK00781,Financial Accounting,"['Paul D. Kimmel', 'Donald E. Kieso']",13,2008,2019,English,1,False,"['enk', 'onc']",2,"['Chichester', 'Toronto, ON']",2,6,14,3,288,1594,['eng'],"['Wiley', 'John Wiley', 'Wiley (WileyPLUS Products)', 'Wiley & Sons, Incorporated, John', 'John Wiley & Sons Canada, Ltd.', 'Wiley & Sons Canada, Limited, John']","['0470155353', '0470379766', '0470379758', '1119493641', '1118644948', '1119598303', '1119504708', '1118114892', '1118121252']",9,"['9780470155356', '9780470379769', '9780470379752', '9781119493648', '9781119594598', '9781118644942', '9781119444916', '9781119491040', '9781119442349', '9781118338438', '9781119598305', '9781119504702', '9781118114896', '9781118121252']","['hardcover', 'paperback', 'loose leaf']",['English'],2008.0,0.0,False
BOOK00782,A primer on decision making,['James G. March'],3,1994,2009,English,1,False,['nyu'],1,"['New York', 'Toronto']",2,4,2,0,289,308,['eng'],"['Simon & Schuster, Limited', 'Free Press', 'Maxwell Macmillan Canada', 'Maxwell Macmillan International']",['0029200350'],1,"['9781439108338', '9781439157336']",[],['English'],1994.0,0.0,False
BOOK00783,"Management Decision-Making, Big Data and Analytics","['Simone Gressel', 'David J. Pauleen', 'Nazim Taskin']",4,2020,2022,English,1,False,[],0,[],0,2,4,0,176,176,['eng'],"['SAGE Publications, Limited', 'SAGE Publications, Incorporated']",[],0,"['9789354790027', '9789354793943', '9781526492012', '9781526492005']",[],['English'],2020.0,0.0,False
BOOK00784,Business ethics,"['Laura Pincus Hartman', 'Laura P. Hartman', 'Joseph R. DesJardins']",6,2007,2023,English,1,False,"['nyu', 'mau']",2,['Boston'],1,3,5,1,492,589,['eng'],"['McGraw-Hill Higher Education', 'McGraw-Hill Education', 'McGraw-Hill/Irwin']","['0078029457', '1259060586', '0073136867']",3,"['9781265322724', '9781259417856', '9780078029455', '9781259060588', '9780073136868']",['Paperback'],['English'],2007.0,0.0,False
BOOK00785,DECISION MAKING,['Irving L. Janis'],2,1979,1979,English,1,False,[],0,[],0,1,1,1,512,512,['eng'],['Free Press'],['0029161908'],1,['9780029161906'],['Paperback'],['English'],1979.0,0.0,False
BOOK00786,Data Analytics and Decision Making,['Ali AbdulHussein'],2,2022,2022,English,1,False,[],0,[],0,2,0,1,,,['eng'],"['eCampusOntario Open Authoring Platform', 'Pressbooks']",[],0,[],['Ebook'],['English'],2022.0,0.0,False
BOOK00787,Multiple criteria decision making,['Milan Zeleny'],1,1982,1982,English,1,False,['nyu'],1,['New York'],1,1,0,0,563,563,['eng'],['McGraw-Hill'],['0070727953'],1,[],[],['English'],1982.0,0.0,False
BOOK00788,Nursing Fundamentals,['Rick Daniels'],9,2003,2010,English,1,False,['at'],1,"['Australia', 'United States']",2,5,7,2,1216,1767,['eng'],"['Delmar Cengage Learning', 'Cengage Delmar Learning', 'Delmar Thomson Learning', 'Thomson Delmar Learning', 'Delmar Learning']","['1428305572', '0766838366', '0766838412', '0766838420', '0766838404', '0766838390', '0766838382']",7,"['9781428305571', '9780766838369', '9780766838413', '9780766838420', '9780766838406', '9780766838390', '9780766838383']","['Hardcover', 'Calendar']",['English'],2003.0,0.0,False
BOOK00789,Fear of Missing Out,['Patrick J. McGinnis'],1,2020,2020,,0,False,[],0,[],0,1,1,1,256,256,[],['Sourcebooks'],['1492694940'],1,['9781492694946'],['paperback'],[],2020.0,0.0,False
BOOK00790,Accounting for Decision Making and Control,"['Jerold L. Zimmerman', 'Zimmerman', 'Will Yancey']",21,1995,2022,English,1,False,"['nyu', 'enk', 'ilu', 'mau']",4,"['New York, NY', 'New York', 'Chicago, Ill', 'Boston', 'Chicago']",5,11,13,3,646,784,['eng'],"['Mcgraw-Hill College', 'McGraw-Hill', 'McGraw-Hill Education', 'McGraw Hill Higher Education', 'McGraw-Hill/Irwin', 'McGraw', 'Irwin', 'Irwin/McGraw-Hill', 'McMcGraw-Hill', 'McGraw-Hill Companies', 'Mcgraw Hill Higher Education']","['0256261660', '007131475X', '0078136725', '0071169121', '0256185743', '0071199152', '0073379484', '0072975865', '0073039373', '0256128545', '007126745X', '0072501790']",12,"['9780256261660', '9780071115544', '9781260565478', '9780071314756', '9781259255007', '9780078136726', '9780078025747', '9781259564550', '9781259969492', '9780071199155', '9780073379487', '9780071267458', '9780072501797']","['Paperback', 'paperback', 'Hardcover']",['English'],1995.0,0.0,False
BOOK00791,Accounting for managers,['Paul M. Collier'],13,2009,2016,English,1,False,"['onc', 'enk']",2,"['Mississauga, Ont']",1,3,13,0,523,523,['eng'],"['Wiley & Sons, Incorporated, John', 'J. Wiley & Sons Canada', 'Wiley']",['111900294X'],1,"['9781118531112', '9781118793237', '9781118358269', '9781118530955', '9780470063613', '9781118531105', '9781118531099', '9780470490549', '9781118037966', '9781119133834', '9781119097051', '9781119097105', '9781119002949']",[],['English'],2009.0,0.0,False
BOOK00792,Radical Uncertainty,"['Mervyn King', 'John Kay']",6,2019,2021,English,1,False,[],0,[],0,3,6,0,320,544,['eng'],"['Norton & Company, Incorporated, W. W.', 'Little, Brown Book Group Limited', 'Norton & Company Limited, W. W.']",[],0,"['9780393541984', '9781324004783', '9781408712597', '9781408712603', '9780349143996', '9781324004776']",[],['English'],2019.0,0.0,False
BOOK00793,Managerial Accounting,"['Jerry J. Weygandt', 'Ibrahim M. Aly', 'Donald E. Kieso', 'Paul D. Kimmel']",19,2010,2018,English,1,False,[],0,[],0,1,19,0,651,651,['eng'],"['Wiley & Sons, Incorporated, John']",[],0,"['9781119042372', '9781118754221', '9781118737279', '9781119036432', '9781119514992', '9781118010396', '9781118737286', '9781118869857', '9781118869789', '9781118983317', '9781118869765', '9781118680841', '9781119034940', '9781118981184', '9781119034698', '9781118983294', '9781118643389', '9781118064535', '9781118523803']",[],['English'],2010.0,0.0,False
BOOK00794,Business ethics,['O. C. Ferrell'],1,2011,2011,English,1,False,['ohu'],1,"['Mason, OH']",1,1,1,0,518,518,['eng'],['South-Western Cengage'],['1439042233'],1,['9781439042236'],[],['English'],2011.0,0.0,False
BOOK00795,Judgment and Decision-Making,['Nancy S. Kim'],2,2017,2025,English,1,False,[],0,[],0,2,2,1,305,368,['eng'],"['Bloomsbury Publishing Plc', 'Red Globe Press']",['1137269553'],1,"['9781350421523', '9781137269553']",['paperback'],['English'],2017.0,0.0,False
BOOK00796,Holistic management,"['Allan Savory', 'Jody Butterfield']",4,1998,2013,English,1,False,"['dcu', 'xxu']",2,"['Washington, D. C', '[London']",2,2,2,1,616,640,['eng'],"['Island Press', 'Kogan Page] [distributor]']","['155963488X', '1559634871']",2,"['9781597262675', '9781559634885']",['Paperback'],['English'],1998.0,0.0,False
BOOK00797,Creative decision making,['H. B. Gelatt'],4,1991,2003,English,1,False,"['enk', 'cau']",2,"['London', 'Los Altos, Calif', 'Menlo Park, CA']",3,2,0,0,70,112,['eng'],"['Kogan Page', 'Crisp Publications']","['0749406518', '1560520981', '1560526904']",3,[],[],['English'],1991.0,0.0,False
BOOK00798,Economics,['George Leland Bach'],17,1954,1987,English,1,False,"['xxk', 'nju', 'nyu']",3,"['Englewood Cliffs, N.J', 'New York']",2,1,0,0,426,850,['eng'],['Prentice-Hall'],"['0135804086', '0135427207', '0135812984', '0135427126', '0135813069', '0132272407', '0132272725', '0135428874', '0132272318', '0132273489', '0132273632']",11,[],[],['English'],1954.0,0.0,False
BOOK00799,The ethical decision-making manual for helping professionals,['Sarah O. Steinman'],1,1998,1998,English,1,False,['cau'],1,"['Pacific Grove, CA']",1,1,0,0,130,130,['eng'],['Brooks/Cole'],['0534349390'],1,[],[],['English'],1998.0,0.0,False
BOOK00800,AN INTRODUCTION TO MANAGEMENT SCIENCE,"['David Ray Anderson', 'Dennis J. Sweeney', 'Thomas Arthur Williams', 'Jeffrey D. Camm', 'James J. Cochran']",1,2019,2019,,0,False,[],0,[],0,1,1,0,912,912,[],['CENGAGE LEARNING'],[],0,['9781337406529'],[],[],2019.0,0.0,False
BOOK00801,Financial Accounting,"['Paul D. Kimmel', 'Donald E. Kieso']",13,2010,2013,English,1,False,[],0,[],0,1,13,0,,,['eng'],"['Wiley & Sons, Incorporated, John']",[],0,"['9781118561874', '9781118562178', '9781118562208', '9781118654507', '9781118633823', '9781118231524', '9781118376867', '9781118143421', '9781118357132', '9781118297421', '9780470566176', '9780470919842', '9781118506592']",[],['English'],2010.0,0.0,False
BOOK00802,Accounting,"['Jacqueline Birt', 'Keryn Chalmers', 'Suzanne Byrne', 'Albie Brooks', 'Judy Oliver']",17,2005,2023,English,1,False,[],0,[],0,4,17,1,618,1176,['eng'],"['Wiley & Sons, Incorporated, John', 'Wiley', 'Wiley & Sons, Limited, John', 'John Wiley & Sons']","['1118624181', '1118608224']",2,"['9781394202768', '9781394202775', '9780730369295', '9780730335955', '9780730312819', '9780730302414', '9780470817995', '9781742165561', '9780470812532', '9780470806869', '9780470810224', '9780470804735', '9780730373629', '9781118624180', '9781118608234', '9781118608227', '9780730369325']",['paperback'],['English'],2005.0,0.0,False
BOOK00803,Decision making and problem solving strategies,['John Adair'],2,2010,2010,English,1,False,"['nyu', 'enk']",2,"['London', 'Philadelphia']",2,2,2,1,94,94,['eng'],"['Kogan Page Publishers', 'Kogan Page']",[],0,"['9780749458904', '9780749455514']",['E-book'],['English'],2010.0,0.0,False
BOOK00804,Managerial accounting,"['Ray H. Garrison', 'Eric W., Phd Noreen', 'Eric Noreen', 'Peter C. Brewer']",29,1976,2010,English,1,False,"['xxu', 'ilu', 'mau', 'txu']",4,"['Burr Ridge, Ill', 'Homewood, IL', 'Boston', 'Chicago', 'Dallas', 'Plano, Tex']",6,10,14,3,350,1045,['eng'],"['McGraw-Hill/Irwin', 'MCGRAW HILL BOOK COMPANY', 'Irwin/McGraw-Hill', 'Irwin', 'Mcgraw-Hill College', 'McGraw-Hill Education', 'Business Publications', 'McGraw-Hill Companies', 'Richard D Irwin', 'Irwin Professional Publishing']","['0073526703', '0072531746', '0072528788', '0256098778', '0256110107', '0256133697', '0073203068', '0256107238', '0073987670', '0256169179', '0256169292', '0071195173', '0256081204', '0073379611', '0256075654', '0256017808', '0256058334', '0074061399', '0072515023', '0256026904', '0256032629', '0072369949', '0072528125', '0072423382', '0071151001', '0256022097', '0072483458', '0256207836', '0256032610']",29,"['9780073526706', '9780072531749', '9780072528787', '9780256098778', '9780073203065', '9780073987675', '9780071195171', '9780073379616', '9780074061398', '9780072515022', '9780256032628', '9780072369946', '9780072483451', '9780256207835']","['CD-ROM', 'Hardcover', 'Paperback']",['English'],1976.0,0.0,False
BOOK00805,An Introduction to Management Science,['David Ray Anderson'],4,1982,2011,English,1,False,"['ohu', 'xxu']",2,"['Cincinnati, Ohio', 'St. Paul', 'Minneapolis/St. Paul']",3,3,2,1,848,896,['eng'],"['South-Western College Pub.', 'West Publishing', 'South-Western Cengage Learning']","['0585378681', '0314631496', '0314025049', '1111532222']",4,"['9780585378688', '9781111532222']",['Hardcover'],['English'],1982.0,0.0,False
BOOK00806,Improve Your Communication Skills,['Alan Barker'],15,2010,2022,English,1,False,"['enk', 'pau', 'nyu']",3,"['London', 'Philadelphia, PA', 'Philadelphia']",3,4,14,1,176,200,['eng'],"['Kogan Page, Limited', 'KoganPage', 'Kogan Page Limited', 'Kogan Page Publishers']","['0749460369', '0749459115', '0749456272']",3,"['9780749475758', '9780749486273', '9780749498863', '9780749475765', '9781398605909', '9781398605824', '9780749486280', '9781398605893', '9781282601079', '9780749467173', '9781299160217', '9780749460365', '9780749459116', '9780749456276']",['eBook'],['English'],2010.0,0.0,False
BOOK00807,Effective business communications,['Herta A. Murphy'],11,1972,1997,English,1,False,"['nyu', 'onc', 'xx']",3,"['New York', 'Toronto, Ont', 'Markham, Ont', 'Toronto', 'New York [u.a.]']",5,5,1,0,617,849,['eng'],"['McGraw-Hill Companies', 'McGraw-Hill', 'McGraw-Hill Ryerson', 'Mcgraw-Hill Ryerson Ltd', 'Grolier']","['007044398X', '0070440913', '0075485656', '007044157X', '0070441596', '0070441588', '007044160X', '0070440611', '0070440948', '0070440654', '0075497212']",11,['9780070441576'],[],['English'],1972.0,0.0,False
BOOK00808,Theories of human communication,"['Stephen W. Littlejohn', 'Karen A. Foss']",14,1978,2021,English,1,False,"['at', 'cau', 'xxu', 'ohu']",4,"['Southbank, Vic., Australia', 'Belmont, Calif', 'London', 'Wadsworth/Thomson Learning', 'Columbus, Ohio', 'Belmont', 'Belmont, CA', 'Australia']",8,10,3,1,315,420,['eng'],"['Waveland Press, Incorporated', 'waveland', 'Wadsworth Publishing', 'Thomson Wadsworth', 'Wadsworth Pub. Co.', 'Wadsworth Pub. Co., c1983.', 'Merrill', 'Wadsworth Pub.', 'Wadsworth/Thomson Learning', 'Wadsworth']","['0534638732', '0534012809', '0534549578', '0534161340', '0675084318', '0534260527', '0534548199', '0495095877', '0534095348']",9,"['9781478646679', '9780534638733', '9780495095873']",['Paperback'],['English'],1978.0,0.0,False
