wikidata_id,wikidata_label,wikidata_description,instance_of_qids,citizenship_qids,birthplace_qids,birth_dates,occupation_qids,external_id_claims
Q1375680,Mervyn King,British economist (born 1948),['Q5'],['Q145'],['Q637711'],['+1948-03-30T00:00:00Z'],"['Q188094', 'Q806798', 'Q1622272', 'Q82955', 'Q36180']","{'P244': ['n50062636'], 'P227': ['120323990'], 'P646': ['/m/01k47w'], 'P990': ['Mervyn King in The Today Programme Lecture b01gvryl.flac'], 'P214': ['229244774'], 'P1006': ['070406499'], 'P18': ['Official portrait of Lord King of Lothbury crop 2, 2024.jpg'], 'P2163': ['1914670'], 'P349': ['00469569'], 'P3430': ['w62960b9'], 'P3029': ['F72177'], 'P1417': ['biography/Mervyn-King'], 'P3987': ['120800'], 'P269': ['050206389'], 'P268': ['13519153p'], 'P6213': ['C5nyU4kx'], 'P691': ['jo2016897578'], 'P5463': ['King_Mervyn'], 'P373': ['Mervyn King'], 'P1284': ['00000001452'], 'P4638': ['p55124.htm#i551232'], 'P1207': ['n2005080232'], 'P5297': ['zndN4el7vO6Y2KMM5_VvDCjw2Fc', '87MCH6ywxVobxWYyPnVSzQxSz1A', '833OifCMaHXOtf5lQQbllpvJOnU'], 'P4527': ['291130'], 'P4789': ['U23132'], 'P5298': ['52027'], 'P3368': ['64678'], 'P10428': ['4280'], 'P10632': ['Q1375680'], 'P10849': ['2215'], 'P8189': ['987007604868905171'], 'P6683': ['289546'], 'P1617': ['d28c9c42-02e6-499f-a901-69d1f1b57e6c'], 'P11182': ['384'], 'P2171': ['25185'], 'P271': ['DA0090963X'], 'P11496': ['1140845216497989504'], 'P10832': ['E39PBJxrTGYfQFTdWvCXX4JkXd'], 'P13049': ['120323990'], 'P13591': ['person/c6413244-cfcc-4b1d-b9a2-291c9683ebc5'], 'P1015': ['90182208', '90255919'], 'P3065': ['A003454833'], 'P5739': ['155517'], 'P14178': ['jo2016897578'], 'P12458': ['943727']}"
Q1922188,Mervyn King,English darts player,['Q5'],['Q145'],['Q184775'],['+1966-03-15T00:00:00Z'],['Q18574233'],"{'P3621': ['168'], 'P646': ['/m/082r3w'], 'P18': ['Mervyn King Darts Actueel 2022 (cropped).jpg'], 'P345': ['nm2353705'], 'P4985': ['3068172'], 'P12854': ['608836b117ae8e002c4981ce'], 'P14105': ['29157']}"
Q75465276,Mervyn King,Peerage person ID=159150,['Q5'],[],[],[],[],{'P4638': ['p15915.htm#i159150']}
Q75465277,Mervyn King,Peerage person ID=159151,['Q5'],[],[],[],[],{'P4638': ['p15916.htm#i159151']}
Q140683,John Kay,British inventor,['Q5'],['Q161885'],['Q47822'],['+1704-07-16T00:00:00Z'],['Q205375'],"{'P373': ['John Kay (inventor born 1704)'], 'P646': ['/m/03ll6s'], 'P18': ['PublicDomainColourPortraitOfJohnKayBorn1704.jpg'], 'P214': ['311580303', '96250149'], 'P1816': ['mp122602'], 'P244': ['nb2014023970'], 'P2924': ['2058928'], 'P1415': ['15194'], 'P1417': ['biography/John-Kay'], 'P2949': ['Kay-453'], 'P245': ['500079733'], 'P227': ['1089107382'], 'P1871': ['cnp02140476'], 'P3222': ['john-kay'], 'P4342': ['John_Kay_-_engelsk_oppfinner'], 'P8947': ['191199'], 'P7666': ['john-kay'], 'P10252': ['25913004'], 'P2600': ['6000000009151287311'], 'P11514': ['kei-dzhon-98ac9b'], 'P12597': ['15600'], 'P13591': ['person/2e4762cc-c73e-4e71-861b-60205fe76f0c'], 'P13204': ['y7z6jbr3'], 'P1801': ['Kay Monument - Relief Portrait - geograph.org.uk - 2752605.jpg', 'Plaque on Kay Monument - geograph.org.uk - 6780797.jpg'], 'P268': ['16666487q']}"
Q1556464,John Kay,British artist (1742–1826),['Q5'],['Q174193'],['Q727520'],['+1742-04-00T00:00:00Z'],"['Q3658608', 'Q11569986', 'Q47494964', 'Q483501']","{'P214': ['54247002'], 'P213': ['000000007689665X'], 'P373': ['John Kay (caricaturist)'], 'P227': ['132681838'], 'P244': ['nr93031894'], 'P1472': ['John Kay'], 'P650': ['43667'], 'P245': ['500004452'], 'P18': ['John Kay.jpg'], 'P1006': ['072102128'], 'P1816': ['mp53689'], 'P1315': ['1191386'], 'P2163': ['327006'], 'P2843': ['B00097569'], 'P409': ['36025664'], 'P3430': ['w61r6npt'], 'P1367': ['kay-john-17421826'], 'P3782': ['john-kay'], 'P1415': ['15195'], 'P4927': ['lhp7i0yat1'], 'P648': ['OL2527812A'], 'P3603': ['11693'], 'P4169': ['3599'], 'P1871': ['cnp01095936'], 'P268': ['12470488x'], 'P691': ['xx0189646'], 'P2977': ['JoKay1826'], 'P7349': ['452'], 'P7902': ['132681838'], 'P6821': ['alvin-person:29709'], 'P8317': ['27735'], 'P646': ['/m/02vysf'], 'P7444': ['169530'], 'P7848': ['991004070389707141'], 'P10882': ['83596'], 'P10832': ['E39PBJgCFTrKfcqVPQ7H3hkkXd'], 'P13049': ['132681838'], 'P10227': ['vtls000060151', 'vtls000256063'], 'P349': ['001110289'], 'P7293': ['9812681095605606'], 'P13951': ['809432'], 'P8946': ['/artists/john-kay'], 'P14178': ['xx0189646'], 'P13204': ['nfexnhyb'], 'P14608': ['132681838']}"
Q111382270,John Kay,Mayor of Salford 1845 to 1846,['Q5'],[],[],[],[],{}
Q10441079,John Kay,English footballer (born 1964),['Q5'],['Q145'],['Q751587'],['+1964-01-29T00:00:00Z'],['Q937857'],"{'P646': ['/m/04gpf4x'], 'P3537': ['192996'], 'P12606': ['10686'], 'P3368': ['2230485']}"
Q13738353,John Kay,,['Q5'],[],[],['+1461-01-01T00:00:00Z'],['Q49757'],{'P2671': ['/g/122wtv_s']}
Q139419343,,,['Q5'],[],[],[],"['Q185351', 'Q1622272']",{'P691': ['jo2017965813']}
Q4730957,Allan Savory,Zimbabwean scientist,['Q5'],['Q954'],['Q193250'],['+1935-09-15T00:00:00Z'],"['Q864503', 'Q82955', 'Q36180', 'Q61048378', 'Q131512']","{'P214': ['117308068'], 'P213': ['0000000110856708'], 'P18': ['Allan Savory (cropped).jpg'], 'P2163': ['231588'], 'P2611': ['allan_savory'], 'P244': ['n88073596'], 'P271': ['DA13062190'], 'P691': ['utb2011622530'], 'P227': ['171000773'], 'P373': ['Allan Savory'], 'P3417': ['Allan-Savory'], 'P1015': ['90982120'], 'P1006': ['354972030'], 'P646': ['/m/0276624'], 'P9743': ['107Zzr3o2T'], 'P8189': ['987007316294305171'], 'P11496': ['1140563741533549952'], 'P10632': ['Q4730957'], 'P10832': ['E39PBJkMFKTcq7rghkvrxcdYT3'], 'P13591': ['person/b708aceb-d155-4376-93f8-58ac5f63bd6f'], 'P14178': ['utb2011622530']}"
Q22988752,Allan Savory: How to fight desertification and reverse climate change,TED2013,['Q23011722'],[],[],[],[],"{'P217': ['1683'], 'P2613': ['allan_savory_how_to_green_the_world_s_deserts_and_reverse_climate_change']}"
Q59629195,George Leland Bach,American economist (1915-1994),['Q5'],[],[],['+1915-04-28T00:00:00Z'],['Q188094'],"{'P214': ['51685169'], 'P227': ['12389896X'], 'P244': ['n79109750'], 'P268': ['11889787b'], 'P269': ['026699613'], 'P349': ['00519717'], 'P906': ['38029'], 'P691': ['mzk2013793667'], 'P1015': ['90078048'], 'P1207': ['n98027538'], 'P1006': ['069531374'], 'P213': ['0000000109001673'], 'P5587': ['31fhb1vm500pgdw'], 'P2163': ['1727119', '43101'], 'P1580': ['a1367285'], 'P7293': ['9810531359305606'], 'P646': ['/m/05ymsn0'], 'P3987': ['103251'], 'P648': ['OL119802A'], 'P9984': ['981058519386006706'], 'P8189': ['987007590139405171'], 'P11686': ['981058519386006706'], 'P11182': ['82647'], 'P10832': ['E39PBJvMtKxRfQJWyxfJ4hmTpP'], 'P12582': ['20110803095439216'], 'P3368': ['953123'], 'P10141': ['89707'], 'P13049': ['12389896X'], 'P4619': ['000605942'], 'P7369': ['000010924'], 'P8179': ['ncf11276336'], 'P7699': ['LNB:V*79891;=BU'], 'P271': ['DA01929111'], 'P409': ['35011570'], 'P3065': ['A002956590'], 'P11496': ['1140282266693257472'], 'P13906': ['1664663'], 'P13951': ['879193', '373728']}"
Q58537238,George Leland Bach: 1915–1994,,['Q13442814'],[],[],[],[],"{'P356': ['10.1080/00220485.1995.10844861'], 'P433': ['2'], 'P304': ['99-100'], 'P478': ['26'], 'P2093': ['Phillip Saunders']}"
Q102277817,Dennis J. Sweeney,D.B.A. Indiana University 1971,['Q5'],['Q30'],['Q39709'],"['+1941-00-00T00:00:00Z', '+1941-10-05T00:00:00Z']",['Q1622272'],"{'P549': ['91234'], 'P4955': ['218675'], 'P2456': ['51/4807'], 'P691': ['xx0157752'], 'P214': ['264931971'], 'P244': ['n78081208'], 'P8189': ['987007430013705171'], 'P213': ['0000000382413548'], 'P269': ['06689591X'], 'P1207': ['n94303225'], 'P1280': ['34145379'], 'P3987': ['145428'], 'P227': ['170141357'], 'P11249': ['14661664'], 'P5034': ['KAC200710959'], 'P11182': ['1691'], 'P12458': ['416697'], 'P1368': ['000109256'], 'P2450': ['4217'], 'P13166': ['383']}"
Q93429028,Thomas Arthur Williams,,['Q5'],[],[],"['+1944-05-05T00:00:00Z', '+1944-00-00T00:00:00Z']",['Q121594'],"{'P213': ['0000000108935263'], 'P214': ['44479661'], 'P244': ['n79017938'], 'P1580': ['a1044048'], 'P1207': ['n94303240'], 'P5034': ['KAC200710960'], 'P3987': ['145429'], 'P1280': ['24300643'], 'P691': ['jn19990009164'], 'P8189': ['987007461233305171'], 'P268': ['13751688z'], 'P269': ['066895928'], 'P227': ['121277887'], 'P396': ['URBV027590'], 'P11249': ['14661666'], 'P9984': ['981058517275606706'], 'P11686': ['981058517275606706'], 'P11182': ['62445'], 'P1368': ['000087300'], 'P648': ['OL2778456A'], 'P13951': ['417059']}"
Q102311299,Jeffrey D. Camm,,['Q5'],[],[],[],[],"{'P549': ['128132'], 'P2671': ['/g/113vn0bpk'], 'P1960': ['nUxb0h4AAAAJ']}"
Q112505995,Jeffrey D. Camm,,['Q5'],[],['Q43196'],['+1958-00-00T00:00:00Z'],['Q1622272'],"{'P691': ['utb2016936214'], 'P214': ['16460196'], 'P269': ['191556750'], 'P227': ['1095565184'], 'P8189': ['987007453871605171'], 'P213': ['0000000035010285'], 'P13591': ['person/4b6ac80a-3424-4800-b95b-41f00d34a262']}"
Q102311298,James J. Cochran,statistics researcher; Ph.D. University of Cincinnati 1997,['Q5'],[],[],[],"['Q2732142', 'Q1622272']","{'P549': ['111639'], 'P4955': ['764957'], 'P214': ['1742159474071627660455'], 'P244': ['no2019037435', 'n2005008390'], 'P8179': ['ncf11927104'], 'P269': ['118635212'], 'P13591': ['person/7a3132de-66eb-4ac9-b2c6-e887898aaec0'], 'P2671': ['/g/11c1npkz7y'], 'P1960': ['_zYYctQAAAAJ'], 'P496': ['0000-0002-8632-8909']}"
Q139027944,,,['Q5'],[],[],['+1966-01-01T00:00:00Z'],[],"{'P227': ['1054970408'], 'P7902': ['1054970408'], 'P213': ['0000000079112822'], 'P214': ['108022081']}"
Q61864133,Jacqueline C Birtwistle,researcher ORCID ID = 0000-0002-6083-589X,['Q5'],[],[],[],['Q1650915'],"{'P496': ['0000-0002-6083-589X'], 'P1153': ['56289010500'], 'P6178': ['01246165052.38']}"
Q130312592,Keryn Chalmers,accounting researcher,['Q5'],[],[],[],['Q1650915'],"{'P496': ['0000-0001-7321-8359'], 'P214': ['120035498'], 'P2038': ['Keryn-Chalmers-3'], 'P1368': ['000161173']}"
Q88083711,Suzanne C Byrne,researcher,['Q5'],[],[],[],['Q1650915'],{'P496': ['0000-0002-9281-1569']}
Q11595,John Adair,American politician (1757–1840),['Q5'],['Q30'],['Q497377'],['+1757-01-09T00:00:00Z'],"['Q82955', 'Q47064', 'Q25203010']","{'P373': ['John Adair'], 'P214': ['71237694'], 'P244': ['nr90000745'], 'P535': ['6864701'], 'P646': ['/m/05d76r'], 'P18': ['JOHN ADAIR.jpg'], 'P1157': ['A000026'], 'P2163': ['263245'], 'P2949': ['Adair-482'], 'P109': ['John Adair Signature.svg'], 'P3430': ['w6vd7cqb'], 'P4823': ['0300001'], 'P8094': ['adairj'], 'P3368': ['1056184'], 'P8462': ['acampora-adamowski.html#954.90.66'], 'P8143': ['101136'], 'P2600': ['6000000014984789485'], 'P7502': ['John_Adair-XK6W6Y'], 'P11500': ['8290'], 'P1185': ['80528'], 'P4997': ['https://www.nga.org/governor/john-adair/'], 'P10832': ['E39PBJxGRXbJCpgHxfKh6FtxjC'], 'P12578': ['AJ0047'], 'P8445': ['83485'], 'P13591': ['person/ccfff846-f377-4929-8819-dd496f7d77cb']}"
Q6218135,John Adair,Scottish surveyor,['Q5'],[],[],['+1660-00-00T00:00:00Z'],"['Q1734662', 'Q170790']","{'P244': ['n84204434'], 'P214': ['61851199', '258808375'], 'P227': ['1053395205', '122397622'], 'P2401': ['10000040'], 'P3430': ['w6t76bp2'], 'P1415': ['82'], 'P1417': ['biography/John-Adair'], 'P213': ['0000000118503640'], 'P2163': ['1427914'], 'P1871': ['cnp01977282', 'cnp00569455'], 'P268': ['15326551h'], 'P7349': ['374'], 'P646': ['/m/05b_wx'], 'P2349': ['12921'], 'P3368': ['2219522'], 'P10832': ['E39PCjC73mT9wPgv4CVDGjw7gX', 'E39PBJdRrhqkmjV6vx6XJbd4v3'], 'P13591': ['person/d21a2f1f-7aa2-4256-8edf-3ee288139f7a']}"
Q3180864,John Adair,"author, military historian and leadership theorist",['Q5'],['Q145'],['Q203889'],['+1934-05-18T00:00:00Z'],"['Q1622272', 'Q47064', 'Q201788', 'Q1493121', 'Q9379869', 'Q2072298', 'Q484275']","{'P214': ['19722692'], 'P213': ['0000000115915746'], 'P646': ['/m/02q53bk'], 'P269': ['130765015'], 'P1006': ['067859879'], 'P349': ['00462021'], 'P227': ['124297234'], 'P3348': ['244656'], 'P3430': ['w6pq3wsg'], 'P3762': ['111374'], 'P906': ['287633'], 'P1695': ['a0000001197411'], 'P244': ['n50037019'], 'P268': ['12186202z'], 'P2163': ['12620'], 'P5587': ['75knrdbr509wnhm'], 'P1280': ['29198947'], 'P950': ['XX937585'], 'P691': ['ola2003209059'], 'P5034': ['KAC200603214'], 'P1580': ['a1215566'], 'P1207': ['n97022602'], 'P7293': ['9810614255405606'], 'P9322': ['p0012167-Adair-John-Eric-19342025'], 'P3987': ['106718'], 'P4789': ['U246705'], 'P5297': ['-kGHc67COZm8Z4ommhecak0nyoY'], 'P10553': ['085768642'], 'P8189': ['987007272387405171'], 'P9984': ['981058512043906706'], 'P11686': ['981058512043906706'], 'P11182': ['86596'], 'P271': ['DA00837528'], 'P11496': ['1140282266750832256'], 'P12458': ['532145'], 'P10832': ['E39PBJjdbf3rCbp3fbcJQ8qmh3'], 'P1368': ['000017649'], 'P13049': ['124297234'], 'P10387': ['3717'], 'P1015': ['7025295'], 'P4619': ['000592270'], 'P7369': ['000256499'], 'P8179': ['ncf10046481'], 'P1309': ['vtls002482866'], 'P6394': ['a11801682'], 'P7699': ['LNB:5UR;=BI'], 'P10227': ['vtls000049928'], 'P409': ['49885814'], 'P1005': ['28565'], 'P3065': ['A002907442'], 'P1315': ['784706'], 'P13591': ['person/88c3e97b-acc9-4a51-8229-b38b49724c6f'], 'P13951': ['263584', '453352'], 'P10400': ['5953'], 'P14177': ['ola2003209059'], 'P13204': ['k2kr2rdp']}"
Q672370,John Adair,football referee (b. 1919),['Q5'],['Q145'],['Q10686'],['+1918-03-31T00:00:00Z'],['Q859528'],"{'P7435': ['19'], 'P6315': ['834'], 'P6314': ['john-adair'], 'P3699': ['6800'], 'P2369': ['108251'], 'P7436': ['john_adair'], 'P2671': ['/g/120qkx5y']}"
Q96089363,John Adair,,['Q5'],[],[],['+1720-01-01T00:00:00Z'],[],{'P3051': ['I27438']}
Q93430950,Ray H. Garrison,,['Q5'],[],[],"['+1933-02-23T00:00:00Z', '+1933-00-00T00:00:00Z']",['Q121594'],"{'P213': ['000000011472936X'], 'P214': ['55465550'], 'P244': ['n81039673'], 'P1580': ['a1348917'], 'P1207': ['n96030372'], 'P5034': ['KAC200908059'], 'P3987': ['327253'], 'P8179': ['ncf10428045'], 'P691': ['utb2011619292'], 'P8189': ['987007433988005171'], 'P269': ['069043671'], 'P227': ['136743315'], 'P9984': ['981058513793606706'], 'P11686': ['981058513793606706'], 'P11182': ['88133'], 'P1368': ['000034177'], 'P13591': ['person/631f232c-9b23-4622-b135-e988fa6fed98'], 'P396': ['UANV000511']}"
Q732048,Marshall Rosenberg,American psychologist (1934-2015),['Q5'],['Q30'],['Q491239'],['+1934-10-06T00:00:00Z'],"['Q212980', 'Q3400985', 'Q15980158', 'Q4859473']","{'P214': ['66629638'], 'P213': ['0000000121375037'], 'P244': ['n86846925'], 'P227': ['123032032'], 'P434': ['c35438f3-b9cc-4854-873d-7871f74f6545'], 'P646': ['/m/02hw4y'], 'P1006': ['074760343'], 'P373': ['Marshall Bertram Rosenberg'], 'P950': ['XX1530607'], 'P3417': ['Marshall-Rosenberg-2'], 'P648': ['OL243612A'], 'P1953': ['4704437'], 'P3630': ['26325', '183779'], 'P269': ['050791079'], 'P268': ['135467986'], 'P691': ['jx20081202027'], 'P18': ['Marshall B. Rosenberg 11-05-2005.jpg'], 'P5739': ['133432'], 'P5034': ['KAC200604984'], 'P1207': ['n2003046677'], 'P8851': ['34101351'], 'P7293': ['9810569133105606'], 'P3987': ['786352'], 'P8189': ['987007290721505171'], 'P10553': ['390351229'], 'P3280': ['0000690049'], 'P1015': ['90832143'], 'P7369': ['000200926'], 'P8179': ['ncf10651352'], 'P3846': ['87097968883849'], 'P7699': ['LNB:KxT;=Bt'], 'P349': ['001115265'], 'P271': ['DA16708896'], 'P1375': ['000329583'], 'P1005': ['1826941'], 'P3065': ['A003760335'], 'P11496': ['1140000791870870272'], 'P1617': ['6d04f5e8-3d25-4589-a059-1161d6161da8'], 'P11182': ['194416'], 'P12458': ['81388'], 'P9984': ['981060788267306706'], 'P7029': ['770249187', '770249189'], 'P2963': ['40541'], 'P10832': ['E39PBJcccQ67gxjpj49kxHWkXd'], 'P13049': ['123032032'], 'P10387': ['17476'], 'P396': ['UBOV131128'], 'P13591': ['person/1b21da2c-981b-4b8a-bc88-e64c15d4f81b'], 'P13951': ['3756'], 'P10400': ['16744'], 'P14177': ['jx20081202027'], 'P14178': ['jx20081202027'], 'P14225': ['981005759335109366'], 'P13804': ['96121'], 'P9322': ['0266345-Rosenberg-Marshall-B-19342015']}"
Q136449879,M. N. Hegde,,['Q5'],[],[],['+1941-01-01T00:00:00Z'],"['Q1622272', 'Q11762416']",{'P691': ['xx0336717']}
Q116174830,Paul A. Argenti,,['Q5'],[],[],[],[],"{'P1280': ['102318947'], 'P214': ['113581707'], 'P244': ['n93027646'], 'P269': ['133533972'], 'P349': ['00664401'], 'P1015': ['90863281'], 'P1207': ['n98036964'], 'P1006': ['172253780'], 'P5361': ['ArgentiPaulA'], 'P213': ['0000000117802147'], 'P5034': ['KAC200604502'], 'P3987': ['510267'], 'P5739': ['3038'], 'P8189': ['987007421701605171'], 'P11182': ['91532'], 'P12458': ['228325'], 'P13591': ['person/169d9b4b-11a1-4cdd-b3a5-4e0ab9030d10'], 'P13906': ['1712776']}"
Q112537384,Lynn H. Turner,,['Q5'],[],[],['+1946-00-00T00:00:00Z'],['Q1622272'],"{'P691': ['jo20191042826'], 'P214': ['112158308'], 'P1207': ['n2007112866'], 'P213': ['0000000110329131'], 'P227': ['155922580', '117489606X'], 'P950': ['XX1142264'], 'P244': ['n91046706'], 'P268': ['13481019k'], 'P269': ['085970603'], 'P8189': ['987007434473405171'], 'P12458': ['292450'], 'P1368': ['000105535'], 'P13591': ['person/4a1130fa-6599-4a0c-ac87-3951cdf5bb56']}"
Q127424869,Richard West,"British actor, producer and director",['Q5'],"['Q174193', 'Q145']",['Q123634'],['+1920-03-16T00:00:00Z'],"['Q578109', 'Q21280562', 'Q10798782', 'Q2259451', 'Q10800557', 'Q2059704']","{'P2889': ['GTJ7-X8M'], 'P345': ['nm1678401'], 'P2469': ['3e5v'], 'P14750': ['1CAF-42F2-CC4A-C969-E247']}"
Q130972153,Richard West,,['Q5'],[],[],[],[],"{'P496': ['0000-0001-5100-0666'], 'P2456': ['w/RichardWest']}"
Q57044486,Richard H West,researcher,['Q5'],[],[],[],['Q1650915'],"{'P496': ['0000-0003-3861-6030'], 'P1153': ['16403749200'], 'P1053': ['B-2675-2009'], 'P3829': ['1260232']}"
Q6238282,Richard Westmacott,British sculptor (1775–1856),['Q5'],"['Q174193', 'Q161885']",['Q84'],['+1775-07-15T00:00:00Z'],"['Q1028181', 'Q1281618']","{'P214': ['22947096'], 'P213': ['0000000066757744'], 'P646': ['/m/068dl_'], 'P650': ['83899'], 'P1430': ['632'], 'P245': ['500117773'], 'P1006': ['126885311'], 'P1711': ['50859'], 'P1816': ['mp04774'], 'P1882': ['w/westmaco'], 'P373': ['Richard Westmacott'], 'P2342': ['130484'], 'P935': ['Richard Westmacott'], 'P18': ['Richard Westmacott Mw111920.jpg'], 'P2741': ['18071'], 'P2843': ['B00196349'], 'P2914': ['msib4_1254302199'], 'P3430': ['w6sx7b76'], 'P1367': ['westmacott-ii-richard-17751856'], 'P1472': ['Richard Westmacott'], 'P1417': ['biography/Richard-Westmacott'], 'P3029': ['F258115'], 'P4200': ['50858'], 'P4553': ['5971'], 'P1415': ['29114'], 'P4927': ['24zvk66omc'], 'P2041': ['16768'], 'P3782': ['richard-sir-westmacott'], 'P950': ['XX4946676'], 'P4808': ['richard-westmacott-ra'], 'P4169': ['2103'], 'P268': ['12520869w'], 'P2977': ['RiWestm1856'], 'P269': ['03445439X'], 'P6735': ['richard-westmacott-ii'], 'P7430': ['2896'], 'P4342': ['Richard_Westmacott'], 'P5019': ['westmacott-richard'], 'P7711': ['T513-32284'], 'P8081': ['B184801'], 'P8210': ['32845'], 'P8496': ['westmacott-sir-richard-1775-1856-sculptor'], 'P2600': ['6000000022825017307', '6000000084413007970'], 'P6821': ['alvin-person:15606'], 'P7982': ['66046'], 'P6706': ['Westmacott,+sir+Richard'], 'P7444': ['122206'], 'P8705': ['3903-WESTMACOTT-Sir-Richard'], 'P244': ['n93067787'], 'P10031': ['2302'], 'P7848': ['991004162789707141'], 'P7305': ['3995010'], 'P8189': ['987007428984705171'], 'P10882': ['161435'], 'P227': ['119252082'], 'P1871': ['cnp00551177'], 'P2949': ['Westmacott-80'], 'P12582': ['20110803121911111'], 'P3365': ['sir-richard-westmacott'], 'P13049': ['119252082'], 'P7545': ['11137389'], 'P12040': ['person/1052W7'], 'P13591': ['person/085f89a3-12ba-43a8-b509-fd7ff32d00a5'], 'P13818': ['ed30337a-7364-461d-a908-7b5e0a0b72ad'], 'P7902': ['119252082'], 'P1801': ['Sir Richard Westmacott.jpg'], 'P14585': ['42643'], 'P14674': ['5081']}"
Q88742372,Richard G West,researcher,['Q5'],[],[],[],['Q1650915'],{'P496': ['0000-0001-6604-5533']}
Q104439408,Lynn Turner,American model,['Q5'],['Q30'],['Q99'],['+1935-12-01T00:00:00Z'],"['Q4610556', 'Q728711']","{'P5421': ['69275'], 'P646': ['/m/02q8v2h']}"
Q109674347,Lynn Turner,American ceramist (b. 1943),['Q5'],['Q30'],['Q1762867'],['+1943-00-00T00:00:00Z'],['Q7541856'],{'P1795': ['4894']}
Q16018932,,American convicted murderer (1968-2010),['Q5'],['Q30'],['Q1439'],['+1968-07-13T00:00:00Z'],"['Q17391638', 'Q19829999', 'Q1622272']","{'P214': ['305307991'], 'P244': ['no2013102704'], 'P213': ['0000000418907057'], 'P269': ['181358573'], 'P691': ['jo20181004121'], 'P5361': ['TurnerLynn1968-'], 'P1207': ['n2020075217'], 'P646': ['/m/02q88bl'], 'P3368': ['2251871'], 'P227': ['1163292370'], 'P10832': ['E39PBJgxx3hddgdfBFdgMjD6rq'], 'P13049': ['1163292370'], 'P10608': ['agent/gnd_1163292370'], 'P6640': ['63748'], 'P13591': ['person/6e0bb119-614a-4c2c-bab9-e65d12ccbc24'], 'P9984': ['981060950647906706']}"
Q1878891,,American musician,['Q5'],['Q30'],['Q38022'],['+1941-01-01T00:00:00Z'],['Q639669'],{'P2671': ['/g/122tnwsk']}
Q6709259,Lynn Turner,Wikimedia disambiguation page,['Q22808320'],[],[],[],[],{}
Q100725719,Sanjay Kumar,researcher ORCID 0000-0002-8951-5996,['Q5'],[],[],[],['Q1650915'],"{'P496': ['0000-0002-8951-5996'], 'P2456': ['65/4930-1']}"
Q115899044,Sanjay Kumar,researcher at Banaras Hindu University,['Q5'],[],[],[],"['Q2374149', 'Q1622272']",{'P973': ['https://internet.bhu.ac.in/science/botany/sanjay.php']}
Q115899029,Sanjay Kumar,Professor at Florida State University,['Q5'],[],[],[],"['Q6337803', 'Q1622272']","{'P2038': ['Sanjay-Kumar-23'], 'P1153': ['57201873352'], 'P6634': ['sanjay-s-kumar-855a77245'], 'P1960': ['mDR-YB4AAAAJ']}"
Q114862452,Sanjay Kumar,Strategic Sourcing Director - LafargeHolcim,['Q5'],[],[],[],[],{}
Q102292686,Sanjay Kumar,Ph.D. California Institute of Technology 1992,['Q5'],[],[],[],[],"{'P549': ['98003'], 'P4955': ['674376']}"
